在《小小梦魇2》的悬疑冒险旅途中，您将化身为小男孩摩诺，身处在电波笼罩之下，因此变得扭曲的世界里。 与新结交的朋友小六携手合作，揭发讯号塔暗藏的秘密。,['冒险'],11,https://media.st.dl.pinyuncloud.com/steam/apps/860510/header.jpg?t=1613677924,小小梦魇2,PC,Little Nightmares II Demo,2021年2月11日,BANDAI NAMCO Entertainment,冒险，恐怖，黑暗，单人，氛围，动作冒险，解谜，心理恐怖，潜行，平台解谜，剧情丰富，独立，平台游戏，多人，惊悚，动作，好评原声音轨，2.5D，合作，暴力，
命运2是发生在一个独立进化的世界中的一款免费的大型多人线上动作游戏。你可以在任何时间与任何地点和你的朋友们进行游戏。,['动作'， '冒险'， '免费游玩'],12,https://media.st.dl.pinyuncloud.com/steam/apps/1085660/header_schinese.jpg?t=1612904182,命运2,PC,免费开玩,2019年10月1日,Bungie,玩家对战，玩家对战环境，开放世界，刷宝射击游戏，第一人称射击，大型多人在线角色扮演，射击，竞技，第一人称视角，科幻，免费，动作，故事架构丰富，太空，寻宝，合作，冒险，氛围，大型多人在线，电影式，
您可以在桌面上使用惊艳的动态壁纸。可以将您自己的图片制成动画以创建新壁纸，或导入视频/网站并在 Steam...,['休闲'， '独立'， '动画制作和建模'， '设计和插画'， '照片编辑'， '实用工具'],13,https://media.st.dl.pinyuncloud.com/steam/apps/431960/header_schinese.jpg?t=1612868547,Wallpaper Engine：壁纸引擎,PC,¥ 19,2018年11月,Wallpaper Engine Team,实用工具，成人，软件，动漫，设计与插画，动画制作和建模，休闲，网红，抢先体验，独立，可爱，欢乐，动作，单人，音乐，沙盒，工作场所不宜，照片编辑，游戏开发，恐怖，
随时随地，轻松麻将！ 精美和风日本麻将游戏——《雀魂麻将》国际中文服Steam版现已正式上线！,['休闲'， '免费游玩'， '策略'],14,https://media.st.dl.pinyuncloud.com/steam/apps/1329410/header.jpg?t=1600159518,雀魂麻將(MahjongSoul),PC,免费开玩,2020年7月15日,Catfood Studio,类魂系列，休闲，心理恐怖，免费，色情内容，玩家对战，桌上游戏，动漫，多人，可爱，策略，单人，恋爱模拟，第一人称射击，恐怖，困难，
Warframe 是一款在不断变化的科幻世界中的多人合作免费在线动作游戏。和你的同伴一起加入遍布太阳系的玩家与敌人对抗游戏，驾驭 Warframe 。单独作战或者一起对抗威胁整个世界的敌人。,['动作'， '免费游玩'],15,https://media.st.dl.pinyuncloud.com/steam/apps/230410/header.jpg?t=1611613272,Warframe,PC,免费游玩,2013年3月26日,Digital Extremes,免费，刷宝射击游戏，动作，合作，多人，第三人称射击，科幻，忍者，射击，跑酷，太空，在线合作，未来，第三人称视角，大型多人在线，玩家对战环境，角色扮演，砍杀，单人，第一人称射击，
加入团结强大的 Battlefield 社区，在史诗规模的团队多人战斗中或通过战争故事构成的战役中体验全面战争的黎明。,['动作'， '大型多人在线'],16,https://media.st.dl.pinyuncloud.com/steam/apps/1238840/header.jpg?t=1602686548,Battlefield 1 ™,PC,¥ 676,2016年10月20日,Electronic Arts,第一人称射击，一战，多人，射击，战争，动作，第一人称视角，单人，氛围，玩家对战，历史，血腥，开放世界，大型多人在线，毁灭，坦克，物理，暴力，好评原声音轨，成人，
在由Respawn Entertainment出品的第三人称动作冒险游戏《星球大战 绝地：陨落的武士团™》中，一场贯穿整个银河系的冒险正在酝酿。一名被抛弃的绝地学徒必须完成他的修行，习得强大的新原力技能，纯熟掌握光剑的使用 - 同时还要步步抢在帝国的前面。,['动作'， '冒险'],17,https://media.st.dl.pinyuncloud.com/steam/apps/1172380/header.jpg?t=1612286346,《星球大战 绝地：陨落的武士团™》,PC,¥ 228,2019年11月15日,Electronic Arts,动作冒险，第三人称视角，类魂系列，剑术，平台游戏，类银河战士恶魔城，角色扮演，探索，剧情丰富，开放世界，格斗，科幻，动作，太空，奇幻，解谜，砍杀，氛围，冒险，阖家，
Hitler’s hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies， epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe， as you fight to save humankind from undead Armageddon!,['动作'],18,https://media.st.dl.pinyuncloud.com/steam/apps/694280/header.jpg?t=1613660470,Zombie Army 4: Dead War,PC,"¥ 1,172",2021年2月18日,Rebellion,动作，射击，冒险，第三人称射击，僵尸，第三人称视角，狙击手，合作，多人，玩家对战环境，单人，血腥，暴力，架空，战斗，黑暗，恶魔，
在这款由Paradox Development Studio精心打造的科幻大型战略游戏中，探索充满奇迹的浩瀚银河。与千奇百怪的外星种族互动、发现奇异新世界并体验其中令人意想不到的事件，同时扩大您帝国的影响力。每一场新的冒险皆拥有几乎无穷无尽的可能性。,['模拟'， '策略'],19,https://media.st.dl.pinyuncloud.com/steam/apps/281990/header.jpg?t=1612787372,Stellaris,PC,¥ 112,2016年5月9日,Paradox Interactive,太空，大战略，科幻，探索，策略，4X，沙盒，模拟，可模组化，即时含暂停，单人，多人，外交，未来，管理，程序生成，好评原声音轨，军事，重玩价值，氛围，
每一天全球有数百万玩家化为一百余名Dota英雄展开大战。不论是游戏时间刚满10小时还是1000小时，比赛中总能找到新鲜感。定期的更新则保证游戏性、功能和英雄都能持续发展，Dota 2已真正地焕发了生命。,['动作'， '免费游玩'， '策略'],20,https://media.st.dl.pinyuncloud.com/steam/apps/570/header.jpg?t=1612665823,Dota 2,PC,免费游玩,2013年7月10日,Valve,免费，多人在线战术竞技，多人，策略，电竞，团队导向，竞技，动作，在线合作，玩家对战，困难，合作，即时战略，塔防，奇幻，角色扮演，角色定制，重玩价值，动作角色扮演，模拟，
你继承了你爷爷在星露谷留下的老旧农场。带着爷爷留下的残旧工具和几枚硬币开始了你的新生活。你能适应这小镇上的生活并且将这个杂草丛生的老旧农场变成一个繁荣的家吗？,['独立'， '角色扮演'， '模拟'],21,https://media.st.dl.pinyuncloud.com/steam/apps/413150/header.jpg?t=1608624324,Stardew Valley,PC,¥ 48,2016年2月27日,ConcernedApe,农场模拟，生活模拟，角色扮演，像素图形，农业，模拟，放松，多人，制作，沙盒，独立，建造，单人，休闲，开放世界，好评原声音轨，2D，可爱，恋爱模拟，钓鱼，
欢迎来到《死亡细胞》，这是一款将Roguelite与银河战士恶魔城类特点融为一炉的2D平台动作游戏。游戏中并无检查点，玩家将体验魂味战斗，一路挑战诸多守卫，在杀戮与死亡的反复轮回中探索一座房间不断变化的巨大城堡。,['动作'， '独立'],22,https://media.st.dl.pinyuncloud.com/steam/apps/588650/header.jpg?t=1613038574,Dead Cells,PC,¥ 80,2018年8月7日,Motion Twin,轻度 Rogue，类银河战士恶魔城，重玩价值，类魂系列，像素图形，类 Rogue，动作类 Rogue，Rogue 恶魔城，2D，动作，独立，困难，砍杀，平台游戏，单人，氛围，抢先体验，黑暗奇幻，欢乐，程序生成，
《Total War™: THREE KINGDOMS》首次在这一获奖无数的策略类游戏系列中重塑中国古代的烽火传奇。在扣人心弦的回合制战役中，可以建设国家，治国理政；在令人叹为观止的即时战斗中，则可以征战沙场，破军杀敌。《THREE KINGDOMS》将二者巧妙结合，重新定义了那段英雄辈出的传奇历史。,['动作'， '策略'],23,https://media.st.dl.pinyuncloud.com/steam/apps/779340/header.jpg?t=1611322992,Total War: THREE KINGDOMS,PC,¥ 268,2019年5月23日,SEGA,策略，历史，战争，回合战略，大战略，即时战略，军事，战术，多人，单人，即时战术，动作，好评原声音轨，回合制，合作，模拟，暴力，沙盒，奇幻，毁灭，
无暇照顾你的父母将你寄托在了乡下的姑母与表姐们的家中。彼此多年未见的你会与她们创造出什么样的夏日回忆呢？,['冒险'， '角色扮演'],24,https://media.st.dl.pinyuncloud.com/steam/apps/1227890/header_schinese.jpg?t=1613745954,夏日狂想曲：乡间的难忘回忆,PC,¥ 39,2020年6月15日,Kagura Games,色情内容，角色扮演，裸露，冒险，成人，动漫，像素图形，时间管理，动漫色情，模拟，多结局，独立，欢乐，网红，单人，工作场所不宜，心理恐怖，
Raft throws you and your friends into an epic oceanic adventure! Alone or together， players battle to survive a perilous voyage across a vast sea! Gather debris， scavenge reefs and build your own floating home， but be wary of the man-eating sharks!,['冒险'， '独立'， '模拟'， '抢先体验'],25,https://media.st.dl.pinyuncloud.com/steam/apps/648800/header.jpg?t=1602795811,Raft,PC,¥ 68,2018年5月24日,Axolot Games,生存，开放世界生存制作，多人，合作，制作，开放世界，建造，基地建设，冒险，在线合作，沙盒，抢先体验，第一人称视角，单人，水底，模拟，动作，独立，策略，大型多人在线，
Planet Coaster® — 过山车公园模拟游戏的明日之光重磅来袭！建造您的过山车公园帝国，为人们带来难以置信的惊奇、欢乐和刺激 — 放飞您的想象力，与世界分享您的成就。,['动作'， '冒险'， '休闲'， '模拟'， '策略'],26,https://media.st.dl.pinyuncloud.com/steam/apps/493340/header.jpg?t=1605635435,过山车之星,PC,¥ 185,2016年11月18日,Frontier Developments,模拟，建造，管理，阖家，沙盒，放松，策略，好评原声音轨，欢乐，拟真，氛围，经济，彩色，单人，第三人称视角，城市营造，休闲，第一人称视角，创世神，3D，
挑战死神，在地狱中杀出血路。由 Bastion、Transistor 和 Pyre 原班人马打造的全新地下城 类游 戏，为您带来爽 快 的 自 由 砍 杀...,['动作'， '独立'， '角色扮演'],27,https://media.st.dl.pinyuncloud.com/steam/apps/1145360/header.jpg?t=1613153824,Hades,PC,¥ 80,2020年9月17日,Supergiant Games,动作类 Rogue，动作，独立，角色扮演，轻度 Rogue，砍杀，类 Rogue，好评原声音轨，单人，迷宫探索，神话，剧情丰富，重玩价值，等角，困难，动作角色扮演，手绘，氛围，恋爱模拟，永久死亡，
由虚幻4引擎打造的一款多人在线生存竞技网游，在一个超高自由度的开放世界里，可以体验采集、制造、打猎、收获、建造、研究以及驯服恐龙等超多自由内容，感受酷热白昼、冰冷夜晚的动态天气系统以及饥饿口渴等现实中的生存挑战，还要面对其它生存者的威胁，合作生存还是竞技厮杀，由你决定！,['动作'， '冒险'， '独立'， '大型多人在线'， '角色扮演'],28,https://media.st.dl.pinyuncloud.com/steam/apps/346110/header.jpg?t=1612827794,ARK: Survival Evolved,PC,¥ 138,2017年8月28日,Studio Wildcard,开放世界生存制作，生存，开放世界，多人，恐龙，制作，建造，冒险，基地建设，合作，动作，第一人称视角，沙盒，大型多人在线，单人，抢先体验，角色扮演，龙，科幻，独立，
《蝙蝠侠™：阿卡姆骑士》将 Rocksteady Studios 获奖的“阿卡姆”三部曲带入史诗般的结局。《蝙蝠侠：阿卡姆骑士》新世代平台独占游戏，将有 Rocksteady 专门设计的蝙蝠车。,['动作'， '冒险'],29,https://media.st.dl.pinyuncloud.com/steam/apps/208650/header.jpg?t=1591738126,Batman™: Arkham Knight,PC,¥ 308,2015年6月23日,Warner Bros. Interactive Entertainment,动作，开放世界，超級英雄，潜行，冒险，第三人称视角，单人，推理，格斗，剧情丰富，氛围，黑暗，漫画，清版动作，解谜，成人，策略，沙盒，恐怖，史诗级，
欢迎来到技术革命的起源地：旧金山。扮演年轻的聪明黑客马可仕（Marcus），加入最恶名昭彰的黑客团体 DedSec。你的目标：执行史上最大规模的黑客行动。,['动作'， '冒险'],30,https://media.st.dl.pinyuncloud.com/steam/apps/447040/header.jpg?t=1602605654,Watch_Dogs® 2,PC,¥ 270,2016年11月28日,Ubisoft,光明会，开放世界，黑客，动作，跑酷，多人，潜行，第三人称视角，射击，犯罪，单人，第三人称射击，冒险，合作，色情内容，喜剧，成人，氛围，可爱，血腥，
The only aim in Rust is to survive - Overcome struggles such as hunger， thirst and cold. Build a fire. Build a shelter. Kill animals. Protect yourself from other players.,['动作'， '冒险'， '独立'， '大型多人在线'， '角色扮演'],31,https://media.st.dl.pinyuncloud.com/steam/apps/252490/header.jpg?t=1613032122,Rust,PC,¥ 116,2018年2月9日,Facepunch Studios,生存，制作，多人，开放世界，开放世界生存制作，建造，沙盒，玩家对战，冒险，第一人称视角，动作，第一人称射击，裸露，合作，射击，在线合作，独立，抢先体验，末日，模拟，
War Thunder上最全面的免费、跨平台大型多人在线军事类游戏，专注于二战和冷战时期的航空、装甲车辆和海军舰艇。现在就加入进来参与在地面、天空和海洋进行的主要战事，并和来自全球各地的几百万玩家们在不断变化的环境中战斗。,['动作'， '免费游玩'， '大型多人在线'， '模拟'],32,https://media.st.dl.pinyuncloud.com/steam/apps/236390/header.jpg?t=1613816995,War Thunder,PC,免费游玩,2013年8月15日,Gaijin Distribution KFT,免费，二战，多人，模拟，战争，飞行，坦克，军事，大型多人在线，动作，拟真，历史，射击，团队导向，合作，策略，街机，第一人称射击，开放世界，TrackIR，
十年前的斯卡利亚，笼罩在一片战火之中。组织并领导一支东拼西凑的游击队，在强大敌人控制的西部地区艰难前行，穿过绝望与厮杀，并最终开辟出属于自己的胜利道路。,['冒险'， '独立'， '角色扮演'， '模拟'， '策略'， '抢先体验'],33,https://media.st.dl.pinyuncloud.com/steam/apps/1220010/header_schinese.jpg?t=1612781140,归家异途2,PC,¥ 48,2021年1月22日,TPP Studio,策略，角色扮演，冒险，模拟，独立，抢先体验，类 Rogue，
随着北方领域战乱四起，您接下了此生最为重大的一笔委托：找到预言之子，一件足以改变世界面貌的活生生的武器。,['角色扮演'],34,https://media.st.dl.pinyuncloud.com/steam/apps/292030/header_schinese.jpg?t=1607418742,巫师 3：狂猎,PC,¥ 127,2015年5月18日,CD PROJEKT RED,开放世界，角色扮演，剧情丰富，氛围，成人，奇幻，冒险，单人，选择取向，裸露，好评原声音轨，第三人称视角，动作，中世纪，多结局，动作角色扮演，黑暗奇幻，魔法，黑暗，沙盒，
這是一款“美少女＋寶石消除＋GALGAME”結合的遊戲。你在异世界里邂逅各种各样的美女，与她们战斗时你套路深似海。这些自認高貴的盜賊精靈，優柔寡斷的龍女僕，喜歡著同性的女王，圈養面首的森林女獵手都被你不擇手段地一一捕獲并进行令人窒息的操作～,['冒险'， '独立'， '角色扮演'],35,https://media.st.dl.pinyuncloud.com/steam/apps/644560/header.jpg?t=1586470107,Mirror,PC,¥ 11,2018年4月19日,Paradise Project,色情内容，动漫色情，裸露，成人，动漫，工作场所不宜，三消，女性主角，视觉小说，恋爱模拟，角色扮演，单人，可爱，剧情丰富，解谜，冒险，日系角色扮演，独立，休闲，射击，
暂时无介绍,['冒险'， '角色扮演'],36,https://media.st.dl.pinyuncloud.com/steam/apps/1390150/header_schinese.jpg?t=1613745921,夏日狂想曲+,PC,¥ 39,2021年1月9日,Kagura Games,角色扮演，冒险，色情内容，时间管理，动漫，欢乐，独立，网红，模拟，休闲，裸露，
NieR: Automata tells the story of androids 2B， 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.,['动作'， '角色扮演'],37,https://media.st.dl.pinyuncloud.com/steam/apps/524220/header.jpg?t=1601026299,NieR:Automata™,PC,¥ 274,2017年3月17日,Square Enix,好评原声音轨，剧情丰富，女性主角，动作，砍杀，角色扮演，开放世界，日系角色扮演，动漫，末日，单人，机器人，氛围，科幻，裸露，唯美格斗，冒险，角色动作，弹幕射击，暴力，
是一款第一人称开放世界工厂建造游戏，融入探索和战斗等特色元素。玩家可以独自在游戏中展开异星冒险，也可以与好友共同探索外星星球，建造多层工厂，进入传送带天堂！,['冒险'， '独立'， '模拟'， '策略'， '抢先体验'],38,https://media.st.dl.pinyuncloud.com/steam/apps/526870/header.jpg?t=1598908784,Satisfactory,PC,¥ 99,2020年6月9日,Coffee Stain Publishing,基地建设，自动化，制作，开放世界，多人，合作，资源管理，建造，沙盒，探索，冒险，模拟，策略，抢先体验，独立，开放世界生存制作，生存，第一人称视角，科幻，单人，
《Blasphemous》是一款重视技术性砍杀战斗的暴力动作平台游戏，故事背景设定在一个梦魇般的世界：Cvstodia。探索、升级您的技能，并残酷地处决成群来袭的敌人，以继续追寻打破永世天罚的方法。,['动作'， '冒险'， '独立'],39,https://media.st.dl.pinyuncloud.com/steam/apps/774361/header_alt_assets_1.jpg?t=1613654947,Blasphemous,PC,Blasphemous Demo,2019年9月10日,Team17,类银河战士恶魔城，类魂系列，血腥，暴力，像素图形，动作，黑暗奇幻，独立，冒险，恐怖，2D，鲜血，平台游戏，困难，单人，裸露，哥特，故事架构丰富，好评原声音轨，横向滚屏，
《阿尔比恩OL》是一款魔幻风格的沙盒大型多人在线角色扮演游戏，经济系统由玩家驱动，战斗系统没有职业之分，PvP对战精彩激烈。开放世界恢弘庞大，危险和机遇随处可见。,['免费游玩'， '大型多人在线'， '角色扮演'],40,https://media.st.dl.pinyuncloud.com/steam/apps/761890/header.jpg?t=1606139494,Albion Online,PC,免费游玩,2017年7月17日,Sandbox Interactive GmbH,免费，大型多人在线角色扮演，大型多人在线，开放世界，角色扮演，沙盒，制作，多人，玩家对战，生存，玩家对战环境，中世纪，经济，寻宝，奇幻，策略，合作，困难，单人，动作，
Skul：The Hero Slayer是2D Rogue Lite动作平台游戏。负责魔王城平安的小骷髅“Skul”，为了拯救被人类捉住的魔王，一个人独自对抗帝国军队开始冒险。,['动作'， '独立'],41,https://media.st.dl.pinyuncloud.com/steam/apps/1147560/header.jpg?t=1612506530,小骨：英雄杀手(Skul: The Hero Slayer),PC,¥ 70,2021年1月21日,NEOWIZ,独立，动作，动作类 Rogue，像素图形，轻度 Rogue，2D，单人，类 Rogue，平台游戏，冒险，横向滚屏，恶人主角，砍杀，困难，动作冒险，奇幻，类银河战士恶魔城，抢先体验，剧情丰富，可爱，
Immerse yourself in Little Nightmares， a dark whimsical tale that will confront you with your childhood fears! Help Six escape The Maw – a vast， mysterious vessel inhabited by corrupted souls looking for their next meal.,['冒险'],42,https://media.st.dl.pinyuncloud.com/steam/apps/424840/header.jpg?t=1611178038,Little Nightmares,PC,¥ 168,2017年4月28日,BANDAI NAMCO Entertainment,恐怖，氛围，冒险，黑暗，平台解谜，单人，解谜，独立，平台游戏，剧情丰富，潜行，心理恐怖，好评原声音轨，生存恐怖，第三人称视角，女性主角，2.5D，短篇，策略，动作，
一款真正的策略战争手游！ 立即加入战场！与亿万精英玩家一决天下!,['大型多人在线'， '角色扮演'， '策略'],43,https://media.st.dl.pinyuncloud.com/steam/apps/1041320/header.jpg?t=1596010871,王国纪元,PC,免费,2019年6月3日,IGG SINGAPORE PTE. LTD.,大型多人在线，策略，免费，动漫，角色扮演，血腥，网红，多人，战争，二战，LGBTQ+，休闲，即时战略，大型多人在线角色扮演，女性主角，光明会，恋爱模拟，工作场所不宜，成人，类魂系列，
独一无二的修仙游戏，建立属于你的仙门，招收天资绝代的弟子，建造美轮美奂的建筑，收集各种神妙的修行功法、灵药法宝、神通秘籍。搭建修行宝地，让门下弟子逐步修行突破。筑基、炼气、结丹、元神等境界，最终度过天劫飞升成仙。将你的门派从一无所有的乡村聚落，经营成威名赫赫的高门大派。,['独立'， '角色扮演'， '模拟'， '策略'],44,https://media.st.dl.pinyuncloud.com/steam/apps/955900/header_schinese.jpg?t=1612847350,了不起的修仙模拟器,PC,¥ 88,2020年11月25日,Gamera Game,模拟，角色扮演，策略，独立，沙盒，生存，抢先体验，殖民模拟，武术，动漫，单人，2D，开放世界，
马上走进这个风景秀丽的广袤世界，在身临其境的观感中获取前所未有的震撼狩猎体验吧。您不仅能够享受单打独斗的紧张氛围，还可以与朋友共享一同狩猎的无上乐趣。,['冒险'， '模拟'， '体育'],45,https://media.st.dl.pinyuncloud.com/steam/apps/518790/header_schinese.jpg?t=1607595944,theHunter: Call of the Wild™,PC,¥ 70,2017年2月16日,Expansive Worlds,狩猎，开放世界，多人，第一人称视角，模拟，射击，冒险，拟真，生存，合作，第一人称射击，动作，单人，步行模拟，氛围，体育，在线合作，战斗，策略，血腥，
PAYDAY 2 is an action-packed， four-player co-op shooter that once again lets gamers don the masks of the original PAYDAY crew - Dallas， Hoxton， Wolf and Chains - as they descend on Washington DC for an epic crime spree.,['动作'， '角色扮演'],46,https://media.st.dl.pinyuncloud.com/steam/apps/218620/header.jpg?t=1610019973,PAYDAY 2,PC,¥ 37,2013年8月13日,Starbreeze Publishing AB,合作，动作，第一人称射击，劫掠，刷宝射击游戏，在线合作，潜行，多人，犯罪，射击，团队导向，第一人称视角，好评原声音轨，自制枪械，战术，玩家对战环境，策略，单人，模拟，欢乐，
选择个性可爱的小姐姐，穿过各式各样童话般的场景，跟随动次打次的音乐节拍，踹飞迎面而来的蠢萌敌人吧！,['动作'， '休闲'， '独立'],47,https://media.st.dl.pinyuncloud.com/steam/apps/774171/header.jpg?t=1612831976,Muse Dash,PC,¥ 18,2019年6月20日,X.D. Network Inc.,音乐，节奏，动漫，可爱，休闲，色情内容，女性主角，独立，好评原声音轨，动作，单人，欢乐，2D，彩色，裸露，街机，困难，唯美，成人，恐怖，
7 Days to Die is an open-world game that is a unique combination of first person shooter， survival horror， tower defense， and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!,['动作'， '冒险'， '独立'， '角色扮演'， '模拟'， '策略'， '抢先体验'],48,https://media.st.dl.pinyuncloud.com/steam/apps/251570/header.jpg?t=1608788477,7 Days to Die,PC,¥ 78,2013年12月14日,The Fun Pimps Entertainment LLC,生存，僵尸，体素，开放世界，末日，开放世界生存制作，多人，第一人称射击，沙盒，建造，动作，模拟，在线合作，探索，单人，生存恐怖，角色扮演，程序生成，角色定制，抢先体验，
这款精彩的近战动作游戏是广受赞誉的 Vermintide 的续作，将用视觉上的冲击为第一人称合作游戏带来崭新的定义。,['动作'， '独立'],49,https://media.st.dl.pinyuncloud.com/steam/apps/552500/header.jpg?t=1605801170,Warhammer: Vermintide 2,PC,¥ 90,2018年3月8日,Fatshark,合作，第一人称视角，砍杀，在线合作，多人，血腥，黑暗奇幻，动作，暴力，奇幻，玩家对战环境，游戏工坊，氛围，动作角色扮演，第一人称射击，单人，生存，独立，冒险，开放世界，
